2022-01-25,PO0025,IT25,Cane,Surgical Department,10,EA,47,470,V486,OmniSys,Yes,1009,quis,FP,2021-07-01,2023-02-23,9,28,Smiths Medical,365,EA,EA,1
2021-05-27,PO0026,IT26,Surgical Clamps,Surgical Department,35,EA,38,1330,V658,Etactics,Yes,1019,rutrum neque aenean,FP,2021-01-16,2022-07-14,15,61,Cardinal Health,372,EA,EA,1
2022-09-24,PO0027,IT27,Forceps,Outpatient Department,15,EA,24,360,V565,HealthXNet,Yes,1008,sapien dignissim,TM,2021-06-10,2022-12-30,11,14,Becton Dickinson,390,EA,EA,1
2021-06-30,PO0028,IT28,Surgical Table,Radiology Department,1600,EA,2,3200,V453,CompMed,Yes,1010,ac nulla sed vel,FP,2021-01-12,2022-12-01,20,13,General Electric,350,EA,EA,1
2022-05-09,PO0029,IT29,Utility Table,Surgical Department,60,EA,11,660,V878,Ritiko LLC,Yes,1005,ultrices mattis odio donec,CR,2021-01-07,2022-11-23,14,42,Medtronic PLC,335,EA,EA,1
2022-08-13,PO0030,IT30,Instrument Table,Surgical Department,60,EA,18,1080,V222,Ability Network,Yes,1006,eleifend quam a odio,FP,2021-07-12,2022-04-10,9,22,Siemens Healthineers,307,EA,EA,1
2022-06-14,PO0031,IT31,Ventilator,Paramedical Department,3000,EA,24,72000,V971,Prevounce Health,Yes,1016,lectus aliquam sit,FP,2021-05-07,2023-01-18,20,7,Johnson & Johnson,301,EA,EA,1
2022-06-14,PO0031,IT31,Ventilator,Paramedical Department,3000,EA,24,72000,V971,Prevounce Health,Yes,1010,gravida,TM,2021-12-11,2022-05-15,20,7,Johnson & Johnson,301,EA,EA,1
2021-05-05,PO0032,IT32,Mayo Stands,Outpatient Department,85,EA,41,3485,V624,Noble House,Yes,1009,sit amet justo morbi,FP,2021-06-11,2022-07-10,6,91,Teleflex,315,EA,EA,1
2021-08-22,PO0033,IT33,Kickbuckets,Nursing Department,15,EA,16,240,V090,eSolutions,Yes,1013,accumsan odio,FP,2021-11-19,2022-04-15,15,37,3M Company,372,EA,EA,1
2021-10-10,PO0034,IT34,Arm Supports,Paramedical Department,5,EA,16,80,V501,Experian Health Inc,Yes,1001,purus,TM,2021-11-28,2022-05-07,16,29,Terumo,351,EA,EA,1
2022-08-12,PO0035,IT35,Medical Syringe Infusion,Surgical Department,250,EA,31,7750,V213,Eligible Inc,Yes,1014,ante,TM,2021-05-07,2023-01-27,18,23,Nipro,347,EA,EA,1
2022-10-05,PO0036,IT36,Pacemakers,Paramedical Department,1200,EA,12,14400,V928,Cerner Health Services HDX,Yes,1004,leo,CR,2021-07-31,2022-10-21,3,37,Poly Medicure Ltd,318,EA,EA,1
2022-01-26,PO0037,IT37,Defibrillators,Outpatient Department,1500,EA,47,70500,V653,myhELO,Yes,1007,est,FP,2021-11-20,2022-11-10,14,61,Ribbel International Ltd,378,EA,EA,1
2021-10-03,PO0038,IT38,Wheelchairs,Surgical Department,80,EA,17,1360,V971,Prevounce Health,Yes,1016,lectus aliquam sit,FP,2021-05-07,2023-01-18,18,17,Advin Healthcare,324,EA,EA,1
2021-10-03,PO0038,IT38,Wheelchairs,Surgical Department,80,EA,17,1360,V971,Prevounce Health,Yes,1010,gravida,TM,2021-12-11,2022-05-15,18,17,Advin Healthcare,324,EA,EA,1
2022-09-07,PO0039,IT39,Traction Equipment,Nursing Department,165,EA,29,4785,V305,Toyon Associates Inc,Yes,1019,lacus curabitur at ipsum,FP,2021-12-30,2022-05-14,17,12,Aegis Lifesciences Private Limited,398,EA,EA,1
2021-07-18,PO0040,IT40,Needle Holder,Nursing Department,25,EA,8,200,V425,Healthcare IP,Yes,1020,venenatis turpis enim blandit,FP,2021-11-16,2022-08-19,13,95,Smiths Medical,365,EA,EA,1
2021-06-09,PO0041,IT41,Medicine Cup,Surgical Department,5,EA,7,35,V135,WellSky,Yes,1020,mauris ullamcorper purus,FP,2021-12-07,2022-05-02,12,84,Cardinal Health,372,EA,EA,1
2021-08-21,PO0042,IT42,Gauze,Nursing Department,7,EA,42,294,V672,Rivet,Yes,1001,diam vitae quam suspendisse,CR,2021-05-06,2022-10-04,24,10,Becton Dickinson,390,EA,EA,1
2022-10-04,PO0043,IT43,Forceps,Surgical Department,15,EA,20,300,V522,FGA Inc,Yes,1012,sed,FP,2021-09-03,2023-01-18,6,76,General Electric,350,EA,EA,1
2021-09-10,PO0044,IT44,Trays,Nursing Department,10,EA,35,350,V797,Quadax Inc,Yes,1003,nulla tellus,FP,2021-11-08,2022-12-10,20,67,Medtronic PLC,335,EA,EA,1
2021-10-01,PO0045,IT45,Cotton Swabs,Nursing Department,1,EA,20,20,V486,OmniSys,Yes,1009,quis,FP,2021-07-01,2023-02-23,4,60,Siemens Healthineers,307,EA,EA,1
2021-04-27,PO0046,IT46,Surgical lights,Radiology Department,2000,EA,44,88000,V658,Etactics,Yes,1019,rutrum neque aenean,FP,2021-01-16,2022-07-14,17,75,Johnson & Johnson,301,EA,EA,1
2022-10-25,PO0047,IT47,Anesthesia machine,Surgical Department,875,EA,4,3500,V565,HealthXNet,Yes,1008,sapien dignissim,TM,2021-06-10,2022-12-30,13,14,Teleflex,315,EA,EA,1
2022-10-17,PO0048,IT48,Walkers,Radiology Department,20,EA,5,100,V453,CompMed,Yes,1010,ac nulla sed vel,FP,2021-01-12,2022-12-01,21,95,3M Company,372,EA,EA,1
2022-11-15,PO0049,IT49,Tourniquet,Nursing Department,260,EA,37,9620,V878,Ritiko LLC,Yes,1005,ultrices mattis odio donec,CR,2021-01-07,2022-11-23,20,85,Terumo,351,EA,EA,1
2022-05-23,PO0050,IT50,Splints,Paramedical Department,12,EA,8,96,V222,Ability Network,Yes,1006,eleifend quam a odio,FP,2021-07-12,2022-04-10,21,74,Nipro,347,EA,EA,1
2021-06-26,PO0051,IT51,Slings,Nursing Department,7,EA,30,210,V971,Prevounce Health,Yes,1016,lectus aliquam sit,FP,2021-05-07,2023-01-18,14,60,Poly Medicure Ltd,318,EA,EA,1
2021-06-26,PO0051,IT51,Slings,Nursing Department,7,EA,30,210,V971,Prevounce Health,Yes,1010,gravida,TM,2021-12-11,2022-05-15,14,60,Poly Medicure Ltd,318,EA,EA,1
2021-08-08,PO0052,IT52,ECG Machine,Outpatient Department,300,EA,18,5400,V624,Noble House,Yes,1009,sit amet justo morbi,FP,2021-06-11,2022-07-10,24,82,Ribbel International Ltd,378,EA,EA,1
2021-07-04,PO0053,IT53,Nebulizers,Paramedical Department,15,EA,2,30,V090,eSolutions,Yes,1013,accumsan odio,FP,2021-11-19,2022-04-15,22,31,Advin Healthcare,324,EA,EA,1
2021-05-02,PO0054,IT54,Sutures,Radiology Department,12,EA,3,36,V501,Experian Health Inc,Yes,1001,purus,TM,2021-11-28,2022-05-07,22,23,Aegis Lifesciences Private Limited,398,EA,EA,1
2022-12-11,PO0055,IT55,Braces,Nursing Department,60,EA,5,300,V213,Eligible Inc,Yes,1014,ante,TM,2021-05-07,2023-01-27,4,41,Smiths Medical,365,EA,EA,1
2022-10-20,PO0056,IT1,Stethscope,Surgical Department,150,EA,27,4050,V135,WellSky,Yes,1020,mauris ullamcorper purus,FP,2021-12-07,2022-05-02,21,48,Johnson & Johnson,301,EA,EA,1
2021-12-18,PO0057,IT2,Scissor,Nursing Department,5,EA,17,85,V672,Rivet,Yes,1001,diam vitae quam suspendisse,CR,2021-05-06,2022-10-04,21,64,Teleflex,315,EA,EA,1
2022-03-30,PO0058,IT3,Stretcher,Nursing Department,2000,EA,47,94000,V522,FGA Inc,Yes,1012,sed,FP,2021-09-03,2023-01-18,21,96,3M Company,372,EA,EA,1
2022-02-09,PO0059,IT4,Magnifier,Paramedical Department,8,EA,22,176,V797,Quadax Inc,Yes,1003,nulla tellus,FP,2021-11-08,2022-12-10,2,99,Terumo,351,EA,EA,1
2022-02-11,PO0060,IT5,Weighing Scale,Paramedical Department,20,EA,10,200,V486,OmniSys,Yes,1009,quis,FP,2021-07-01,2023-02-23,2,93,Nipro,347,EA,EA,1
2021-07-14,PO0061,IT6,Torch,Paramedical Department,5,EA,14,70,V658,Etactics,Yes,1019,rutrum neque aenean,FP,2021-01-16,2022-07-14,2,76,Poly Medicure Ltd,318,EA,EA,1
2022-03-06,PO0062,IT7,Face Mask,Nursing Department,1,EA,18,18,V565,HealthXNet,Yes,1008,sapien dignissim,TM,2021-06-10,2022-12-30,10,39,Ribbel International Ltd,378,EA,EA,1
2021-12-21,PO0063,IT8,First Aid Kit,Paramedical Department,10,EA,18,180,V453,CompMed,Yes,1010,ac nulla sed vel,FP,2021-01-12,2022-12-01,15,72,Advin Healthcare,324,EA,EA,1
2022-05-06,PO0064,IT9,Gloves,Radiology Department,2,EA,22,44,V878,Ritiko LLC,Yes,1005,ultrices mattis odio donec,CR,2021-01-07,2022-11-23,16,17,Aegis Lifesciences Private Limited,398,EA,EA,1
2022-03-06,PO0065,IT10,Scalpel,Paramedical Department,5,EA,22,110,V222,Ability Network,Yes,1006,eleifend quam a odio,FP,2021-07-12,2022-04-10,13,46,Smiths Medical,365,EA,EA,1
2022-03-17,PO0066,IT11,Microscope,Surgical Department,1200,EA,9,10800,V971,Prevounce Health,Yes,1016,lectus aliquam sit,FP,2021-05-07,2023-01-18,1,94,Cardinal Health,372,EA,EA,1
2022-03-17,PO0066,IT11,Microscope,Surgical Department,1200,EA,9,10800,V971,Prevounce Health,Yes,1010,gravida,TM,2021-12-11,2022-05-15,1,94,Cardinal Health,372,EA,EA,1
2022-05-04,PO0067,IT12,Otoscope,Surgical Department,150,EA,2,300,V624,Noble House,Yes,1009,sit amet justo morbi,FP,2021-06-11,2022-07-10,20,68,Becton Dickinson,390,EA,EA,1
2022-02-21,PO0068,IT13,Thermometer,Nursing Department,35,EA,15,525,V090,eSolutions,Yes,1013,accumsan odio,FP,2021-11-19,2022-04-15,20,7,General Electric,350,EA,EA,1
2022-12-04,PO0069,IT14,Saline Bag,Nursing Department,12,EA,18,216,V501,Experian Health Inc,Yes,1001,purus,TM,2021-11-28,2022-05-07,22,39,Medtronic PLC,335,EA,EA,1
2022-06-23,PO0070,IT15,Syringe,Surgical Department,35,EA,20,700,V213,Eligible Inc,Yes,1014,ante,TM,2021-05-07,2023-01-27,22,99,Siemens Healthineers,307,EA,EA,1
2021-10-02,PO0071,IT16,X-ray Machine,Paramedical Department,2000,EA,22,44000,V928,Cerner Health Services HDX,Yes,1004,leo,CR,2021-07-31,2022-10-21,13,96,Johnson & Johnson,301,EA,EA,1
2022-01-28,PO0072,IT17,Bandag,Outpatient Department,2,EA,24,48,V653,myhELO,Yes,1007,est,FP,2021-11-20,2022-11-10,5,95,Teleflex,315,EA,EA,1
2022-11-30,PO0073,IT18,Crutches,Paramedical Department,13,EA,39,507,V971,Prevounce Health,Yes,1016,lectus aliquam sit,FP,2021-05-07,2023-01-18,23,82,3M Company,372,EA,EA,1
2022-11-30,PO0073,IT18,Crutches,Paramedical Department,13,EA,39,507,V971,Prevounce Health,Yes,1010,gravida,TM,2021-12-11,2022-05-15,23,82,3M Company,372,EA,EA,1
2021-09-28,PO0074,IT19,Plaster,Nursing Department,10,EA,14,140,V305,Toyon Associates Inc,Yes,1019,lacus curabitur at ipsum,FP,2021-12-30,2022-05-14,16,2,Terumo,351,EA,EA,1
2022-07-06,PO0075,IT20,Cotton Wool,Nursing Department,10,EA,33,330,V425,Healthcare IP,Yes,1020,venenatis turpis enim blandit,FP,2021-11-16,2022-08-19,13,2,Nipro,347,EA,EA,1
2022-03-18,PO0076,IT21,Surgical Mask,Surgical Department,1,EA,40,40,V135,WellSky,Yes,1020,mauris ullamcorper purus,FP,2021-12-07,2022-05-02,16,30,Poly Medicure Ltd,318,EA,EA,1
2022-12-14,PO0077,IT22,Oxygen Mask,Nursing Department,12,EA,19,228,V672,Rivet,Yes,1001,diam vitae quam suspendisse,CR,2021-05-06,2022-10-04,19,80,Ribbel International Ltd,378,EA,EA,1
2022-07-02,PO0078,IT23,Dropper,Surgical Department,1,EA,38,38,V522,FGA Inc,Yes,1012,sed,FP,2021-09-03,2023-01-18,16,70,Advin Healthcare,324,EA,EA,1
2021-09-25,PO0079,IT24,Needle,Surgical Department,5,EA,41,205,V797,Quadax Inc,Yes,1003,nulla tellus,FP,2021-11-08,2022-12-10,1,28,Aegis Lifesciences Private Limited,398,EA,EA,1
2021-12-23,PO0080,IT25,Cane,Surgical Department,10,EA,33,330,V486,OmniSys,Yes,1009,quis,FP,2021-07-01,2023-02-23,9,28,Smiths Medical,365,EA,EA,1
2022-01-05,PO0081,IT26,Surgical Clamps,Surgical Department,35,EA,15,525,V658,Etactics,Yes,1019,rutrum neque aenean,FP,2021-01-16,2022-07-14,15,61,Cardinal Health,372,EA,EA,1
2021-12-25,PO0082,IT27,Forceps,Surgical Department,15,EA,37,555,V565,HealthXNet,Yes,1008,sapien dignissim,TM,2021-06-10,2022-12-30,11,14,Becton Dickinson,390,EA,EA,1
2022-04-19,PO0083,IT28,Surgical Table,Nursing Department,1600,EA,40,64000,V453,CompMed,Yes,1010,ac nulla sed vel,FP,2021-01-12,2022-12-01,20,13,General Electric,350,EA,EA,1
2021-09-29,PO0084,IT29,Utility Table,Outpatient Department,60,EA,6,360,V878,Ritiko LLC,Yes,1005,ultrices mattis odio donec,CR,2021-01-07,2022-11-23,14,42,Medtronic PLC,335,EA,EA,1
2022-12-29,PO0085,IT30,Instrument Table,Nursing Department,60,EA,49,2940,V222,Ability Network,Yes,1006,eleifend quam a odio,FP,2021-07-12,2022-04-10,9,22,Siemens Healthineers,307,EA,EA,1
2021-07-20,PO0086,IT31,Ventilator,Surgical Department,3000,EA,27,81000,V971,Prevounce Health,Yes,1016,lectus aliquam sit,FP,2021-05-07,2023-01-18,20,7,Johnson & Johnson,301,EA,EA,1
2021-07-20,PO0086,IT31,Ventilator,Surgical Department,3000,EA,27,81000,V971,Prevounce Health,Yes,1010,gravida,TM,2021-12-11,2022-05-15,20,7,Johnson & Johnson,301,EA,EA,1
2022-08-11,PO0087,IT32,Mayo Stands,Paramedical Department,85,EA,45,3825,V624,Noble House,Yes,1009,sit amet justo morbi,FP,2021-06-11,2022-07-10,6,91,Teleflex,315,EA,EA,1
2022-10-30,PO0088,IT33,Kickbuckets,Paramedical Department,15,EA,38,570,V090,eSolutions,Yes,1013,accumsan odio,FP,2021-11-19,2022-04-15,15,37,3M Company,372,EA,EA,1
2022-11-29,PO0089,IT34,Arm Supports,Paramedical Department,5,EA,27,135,V501,Experian Health Inc,Yes,1001,purus,TM,2021-11-28,2022-05-07,16,29,Terumo,351,EA,EA,1
2022-11-13,PO0090,IT35,Medical Syringe Infusion,Outpatient Department,250,EA,45,11250,V213,Eligible Inc,Yes,1014,ante,TM,2021-05-07,2023-01-27,18,23,Nipro,347,EA,EA,1
2021-09-02,PO0091,IT36,Pacemakers,Nursing Department,1200,EA,26,31200,V928,Cerner Health Services HDX,Yes,1004,leo,CR,2021-07-31,2022-10-21,3,37,Poly Medicure Ltd,318,EA,EA,1
2022-08-31,PO0092,IT37,Defibrillators,Radiology Department,1500,EA,12,18000,V653,myhELO,Yes,1007,est,FP,2021-11-20,2022-11-10,14,61,Ribbel International Ltd,378,EA,EA,1
2021-07-12,PO0093,IT38,Wheelchairs,Paramedical Department,80,EA,1,80,V971,Prevounce Health,Yes,1016,lectus aliquam sit,FP,2021-05-07,2023-01-18,18,17,Advin Healthcare,324,EA,EA,1
2021-07-12,PO0093,IT38,Wheelchairs,Paramedical Department,80,EA,1,80,V971,Prevounce Health,Yes,1010,gravida,TM,2021-12-11,2022-05-15,18,17,Advin Healthcare,324,EA,EA,1
2022-03-19,PO0094,IT39,Traction Equipment,Outpatient Department,165,EA,50,8250,V305,Toyon Associates Inc,Yes,1019,lacus curabitur at ipsum,FP,2021-12-30,2022-05-14,17,12,Aegis Lifesciences Private Limited,398,EA,EA,1
2022-04-10,PO0095,IT40,Needle Holder,Nursing Department,25,EA,15,375,V425,Healthcare IP,Yes,1020,venenatis turpis enim blandit,FP,2021-11-16,2022-08-19,13,95,Smiths Medical,365,EA,EA,1
2021-10-28,PO0096,IT41,Medicine Cup,Surgical Department,5,EA,4,20,V135,WellSky,Yes,1020,mauris ullamcorper purus,FP,2021-12-07,2022-05-02,12,84,Cardinal Health,372,EA,EA,1
2022-02-03,PO0097,IT42,Gauze,Paramedical Department,7,EA,32,224,V672,Rivet,Yes,1001,diam vitae quam suspendisse,CR,2021-05-06,2022-10-04,24,10,Becton Dickinson,390,EA,EA,1
2022-08-19,PO0098,IT43,Forceps,Radiology Department,15,EA,27,405,V522,FGA Inc,Yes,1012,sed,FP,2021-09-03,2023-01-18,6,76,General Electric,350,EA,EA,1
2021-12-05,PO0099,IT44,Trays,Nursing Department,10,EA,43,430,V797,Quadax Inc,Yes,1003,nulla tellus,FP,2021-11-08,2022-12-10,20,67,Medtronic PLC,335,EA,EA,1
2021-09-22,PO0100,IT45,Cotton Swabs,Nursing Department,1,EA,45,45,V486,OmniSys,Yes,1009,quis,FP,2021-07-01,2023-02-23,4,60,Siemens Healthineers,307,EA,EA,1
2022-07-05,PO0101,IT46,Surgical lights,Nursing Department,2000,EA,44,88000,V658,Etactics,Yes,1019,rutrum neque aenean,FP,2021-01-16,2022-07-14,17,75,Johnson & Johnson,301,EA,EA,1
2022-11-29,PO0102,IT47,Anesthesia machine,Surgical Department,875,EA,15,13125,V565,HealthXNet,Yes,1008,sapien dignissim,TM,2021-06-10,2022-12-30,13,14,Teleflex,315,EA,EA,1
2022-04-19,PO0103,IT48,Walkers,Outpatient Department,20,EA,31,620,V453,CompMed,Yes,1010,ac nulla sed vel,FP,2021-01-12,2022-12-01,21,95,3M Company,372,EA,EA,1
2021-10-05,PO0104,IT49,Tourniquet,Outpatient Department,260,EA,12,3120,V878,Ritiko LLC,Yes,1005,ultrices mattis odio donec,CR,2021-01-07,2022-11-23,20,85,Terumo,351,EA,EA,1
2022-07-30,PO0105,IT50,Splints,Outpatient Department,12,EA,14,168,V222,Ability Network,Yes,1006,eleifend quam a odio,FP,2021-07-12,2022-04-10,21,74,Nipro,347,EA,EA,1
2021-05-18,PO0106,IT51,Slings,Outpatient Department,7,EA,41,287,V971,Prevounce Health,Yes,1016,lectus aliquam sit,FP,2021-05-07,2023-01-18,14,60,Poly Medicure Ltd,318,EA,EA,1
2021-05-18,PO0106,IT51,Slings,Outpatient Department,7,EA,41,287,V971,Prevounce Health,Yes,1010,gravida,TM,2021-12-11,2022-05-15,14,60,Poly Medicure Ltd,318,EA,EA,1
2021-11-04,PO0107,IT52,ECG Machine,Surgical Department,300,EA,6,1800,V624,Noble House,Yes,1009,sit amet justo morbi,FP,2021-06-11,2022-07-10,24,82,Ribbel International Ltd,378,EA,EA,1
2022-12-10,PO0108,IT53,Nebulizers,Surgical Department,15,EA,9,135,V090,eSolutions,Yes,1013,accumsan odio,FP,2021-11-19,2022-04-15,22,31,Advin Healthcare,324,EA,EA,1
2022-03-18,PO0109,IT54,Sutures,Surgical Department,12,EA,26,312,V501,Experian Health Inc,Yes,1001,purus,TM,2021-11-28,2022-05-07,22,23,Aegis Lifesciences Private Limited,398,EA,EA,1
2022-11-28,PO0110,IT55,Braces,Paramedical Department,60,EA,8,480,V213,Eligible Inc,Yes,1014,ante,TM,2021-05-07,2023-01-27,4,41,Smiths Medical,365,EA,EA,1
2022-06-25,PO0111,IT1,Stethscope,Nursing Department,150,EA,7,1050,V135,WellSky,Yes,1020,mauris ullamcorper purus,FP,2021-12-07,2022-05-02,21,48,Johnson & Johnson,301,EA,EA,1
2022-03-23,PO0112,IT2,Scissor,Surgical Department,5,EA,9,45,V672,Rivet,Yes,1001,diam vitae quam suspendisse,CR,2021-05-06,2022-10-04,21,64,Teleflex,315,EA,EA,1
2022-04-13,PO0113,IT3,Stretcher,Paramedical Department,2000,EA,5,10000,V522,FGA Inc,Yes,1012,sed,FP,2021-09-03,2023-01-18,21,96,3M Company,372,EA,EA,1
2022-05-21,PO0114,IT4,Magnifier,Outpatient Department,8,EA,36,288,V797,Quadax Inc,Yes,1003,nulla tellus,FP,2021-11-08,2022-12-10,2,99,Terumo,351,EA,EA,1
2022-02-24,PO0115,IT5,Weighing Scale,Surgical Department,20,EA,18,360,V486,OmniSys,Yes,1009,quis,FP,2021-07-01,2023-02-23,2,93,Nipro,347,EA,EA,1
2022-05-29,PO0116,IT6,Torch,Nursing Department,5,EA,47,235,V658,Etactics,Yes,1019,rutrum neque aenean,FP,2021-01-16,2022-07-14,2,76,Poly Medicure Ltd,318,EA,EA,1
2021-12-09,PO0117,IT7,Face Mask,Nursing Department,1,EA,36,36,V565,HealthXNet,Yes,1008,sapien dignissim,TM,2021-06-10,2022-12-30,10,39,Ribbel International Ltd,378,EA,EA,1
2022-01-26,PO0118,IT8,First Aid Kit,Nursing Department,10,EA,21,210,V453,CompMed,Yes,1010,ac nulla sed vel,FP,2021-01-12,2022-12-01,15,72,Advin Healthcare,324,EA,EA,1
2021-12-15,PO0119,IT9,Gloves,Nursing Department,2,EA,49,98,V878,Ritiko LLC,Yes,1005,ultrices mattis odio donec,CR,2021-01-07,2022-11-23,16,17,Aegis Lifesciences Private Limited,398,EA,EA,1
2022-12-13,PO0120,IT10,Scalpel,Outpatient Department,5,EA,23,115,V222,Ability Network,Yes,1006,eleifend quam a odio,FP,2021-07-12,2022-04-10,13,46,Smiths Medical,365,EA,EA,1
2021-04-15,PO0121,IT11,Microscope,Nursing Department,1200,EA,40,48000,V971,Prevounce Health,Yes,1016,lectus aliquam sit,FP,2021-05-07,2023-01-18,1,94,Cardinal Health,372,EA,EA,1
2021-04-15,PO0121,IT11,Microscope,Nursing Department,1200,EA,40,48000,V971,Prevounce Health,Yes,1010,gravida,TM,2021-12-11,2022-05-15,1,94,Cardinal Health,372,EA,EA,1
2021-09-21,PO0122,IT12,Otoscope,Nursing Department,150,EA,46,6900,V624,Noble House,Yes,1009,sit amet justo morbi,FP,2021-06-11,2022-07-10,20,68,Becton Dickinson,390,EA,EA,1
2022-08-19,PO0123,IT13,Thermometer,Nursing Department,35,EA,32,1120,V090,eSolutions,Yes,1013,accumsan odio,FP,2021-11-19,2022-04-15,20,7,General Electric,350,EA,EA,1
2021-06-24,PO0124,IT14,Saline Bag,Surgical Department,12,EA,6,72,V501,Experian Health Inc,Yes,1001,purus,TM,2021-11-28,2022-05-07,22,39,Medtronic PLC,335,EA,EA,1
